source,title,url,published_at,description,content,fetched_from,published_at_parsed
Live Science,"'Foolhardy at best, and deceptive and dangerous at worst': Don't believe the hype — here's why artificial general intelligence isn't what the billionaires tell you it is",https://www.livescience.com/technology/artificial-intelligence/foolhardy-at-best-and-deceptive-and-dangerous-at-worst-dont-believe-the-hype-heres-why-artificial-general-intelligence-isnt-what-the-billionaires-tell-you-it-is,2025-06-04T09:00:00Z,"""Unfortunately, the goal of creating artificial general intelligence isn’t just a project that lives as a hypothetical in scientific papers. There’s real money invested in this work, much of it coming from venture capitalists.""","The hype around artificial intelligence
 (AI) risks spiraling out of control as claims around the emerging technology escalate into the realm of the absurd. AI is a big-money business, write the aut… [+7180 chars]",newsapi,2025-06-04 09:00:00+00:00
ETF Daily News,Best Artificial Intelligence Stocks To Watch Now – June 2nd,https://www.etfdailynews.com/2025/06/04/best-artificial-intelligence-stocks-to-watch-now-june-2nd/,2025-06-04T08:18:57Z,"Applied Digital, Tempus AI, Salesforce, Super Micro Computer, ServiceNow, Snowflake, and QUALCOMM are the seven Artificial Intelligence stocks to watch today, according to MarketBeat’s stock screener tool. Artificial intelligence stocks are shares of publicly…","Applied Digital, Tempus AI, Salesforce, Super Micro Computer, ServiceNow, Snowflake, and QUALCOMM are the seven Artificial Intelligence stocks to watch today, according to MarketBeat’s stock screener… [+7913 chars]",newsapi,2025-06-04 08:18:57+00:00
Securityaffairs.com,Cartier disclosed a data breach following a cyber attack,https://securityaffairs.com/178601/data-breach/cartier-disclosed-a-data-breach-following-a-cyber-attack.html,2025-06-04T07:25:02Z,"Luxury-goods conglomerate Cartier disclosed a data breach that exposed customer information after a cyberattack. Cartier has disclosed a data breach following a cyberattack that compromised its systems, exposing customers’ personal information. The incident c…","Cartier disclosed a data breach following a cyber attack
 | U.S. CISA adds ASUS RT-AX55 devices, Craft CMS, and ConnectWise ScreenConnect flaws to its Known Exploited Vulnerabilities catalog
 | And… [+169680 chars]",newsapi,2025-06-04 07:25:02+00:00
Common Dreams,Lethal Petty Bigots 'R Us,https://www.commondreams.org/further/lethal-petty-bigots-r-us,2025-06-04T07:17:16Z,"As the country tumbles into fascism, we are consoled by tee vee host, sexual predator, inept alcoholic, definitely-not-gay serious person and Defense Secretary Whisky Pete Hegseth taking on the big issues of the day and hewing to his obsession with ""warrior e…","As the country tumbles into fascism, we are consoled by tee vee host, sexual predator, inept alcoholic, definitely-not-gay serious person and Defense Secretary Whisky Pete Hegseth taking on the big i… [+4905 chars]",newsapi,2025-06-04 07:17:16+00:00
EFF,Podcast Episode: Why Three is Tor's Magic Number,https://www.eff.org/deeplinks/2025/05/podcast-episode-why-three-tors-magic-number,2025-06-04T07:08:50Z,"Many in Silicon Valley, and in U.S. business at large, seem to believe innovation springs only from competition, a race to build the next big thing first, cheaper, better, best. But what if collaboration and community breeds innovation just as well as adversa…","Many in Silicon Valley, and in U.S. business at large, seem to believe innovation springs only from competition, a race to build the next big thing first, cheaper, better, best. But what if collabora… [+31776 chars]",newsapi,2025-06-04 07:08:50+00:00
GlobeNewswire,DataParser adds support for Cloud9,https://www.globenewswire.com/news-release/2025/06/04/3093315/0/en/DataParser-adds-support-for-Cloud9.html,2025-06-04T07:00:00Z,"Symphony’s Cloud9 can now be collected and archived using DataParser.  The new Cloud9 DataParser captures recordings, transcripts and call data.  ......","NEW YORK, June 04, 2025 (GLOBE NEWSWIRE) -- 17a-4s DataParser, the leading connector for bringing third-party data into archives and eDiscovery systems, has added support for the collection of Sympho… [+2977 chars]",newsapi,2025-06-04 07:00:00+00:00
Classmethod.jp,【レポート】セッション「An Introduction to Data Lineage for Alteryx Server（Alteryx Serverのためのデータリネージの紹介）」– Alteryx Inspire 2025 #AlteryxInspire,https://dev.classmethod.jp/articles/alteryx-inspire-2025-data-lineage/,2025-06-04T06:05:49Z,【レポート】セッション「An Introduction to Data Lineage for Alteryx Server（Alteryx Serverのためのデータリネージの紹介）」– Alteryx Inspire 2025 #AlteryxInspire,"2025512()515()AlteryxInspire 2025
https://dev.classmethod.jp/articles/alteryx-inspire-2025--report-introduction/
3An Introduction to Data Lineage for Alteryx ServerAlteryx Server
In todays data-dr… [+1427 chars]",newsapi,2025-06-04 06:05:49+00:00
ComputerWeekly.com,"Interview: Manish Jethwa, chief technology officer, Ordnance Survey",https://www.computerweekly.com/news/366624713/Interview-Manish-Jethwa-chief-technology-officer-Ordnance-Survey,2025-06-04T06:01:00Z,"The UK mapping service has moved on a long way from paper maps as it now looks to use artificial intelligence to understand, interpret and derive insights from geographical data","Manish Jethwa, chief technology officer (CTO) at Ordnance Survey (OS), has a career-long passion for turning geographical data into useful insight. At the UKs national mapping service, hes leading th… [+10661 chars]",newsapi,2025-06-04 06:01:00+00:00
Restofworld.org,Brazil’s dWallet program will let citizens cash in on their data - Rest of World,https://restofworld.org/2025/brazil-dwallet-user-data-pilot/,2025-06-04T05:47:01Z,"Brazil is piloting dWallet, a project that lets citizens earn money from their data. It is ahead of similar U.S.-based initiatives.","Last month, Brazil announced it is rolling out a data ownership pilot that will allow its citizens to manage, own, and profit from their digital footprint the first such nationwide initiative in the … [+7344 chars]",newsapi,2025-06-04 05:47:01+00:00
Pypi.org,orchestration-utils 0.0.8,https://pypi.org/project/orchestration-utils/0.0.8/,2025-06-04T04:43:09Z,This package contains utility functions for Prefect and Snowflake,"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",newsapi,2025-06-04 04:43:09+00:00
Prtimes.jp,Snowflake、AI時代に向けた分析基盤を刷新 - Cortex AISQLとSnowConvert AIを発表 -,https://prtimes.jp/main/html/rd/p/000000061.000116784.html,2025-06-04T03:40:03Z,"[Snowflake合同会社]
※本報道資料は米国スノーフレイク社が6月3日に発表(https://www.snowflake.com/en/news/press-releases/snowflake-introduces-cortex-aisql-and-snowconvert-ai-analytics-rebuilt-for-the-ai-era/)した内容の抄...","63
<ul><li>Cortex AISQLAISQLAIAI60%
</li><li>HexSigmaTS ImagineCortex AISQLAI
</li><li>SnowConvert AIAISnowflake
</li></ul>AISnowflakeSNOWSnowflake Summit 2025SnowflakeAISnowflake Cortex AIAISnow… [+1074 chars]",newsapi,2025-06-04 03:40:03+00:00
Prtimes.jp,Snowflake IntelligenceとData Science Agent、エンタープライズAI/MLにおける次世代データエージェントの可能性,https://prtimes.jp/main/html/rd/p/000000062.000116784.html,2025-06-04T03:40:03Z,"[Snowflake合同会社]
※本報道資料は米国スノーフレイク社が6月3日に発表(https://www.snowflake.com/en/news/press-releases/snowflake-intelligence-and-data-science-agent-deliver-the-next-frontier-of-data-agents-for-enterpris...","63
<ul><li>AISnowflake Intelligence
</li><li>Data Science AgentMLML
</li><li>BlackRockLuminatePenske Logistics5,200SnowflakeAI
</li></ul>AISnowflakeSNOWSnowflake Summit 2025AIAIML
Snowflake Inte… [+1038 chars]",newsapi,2025-06-04 03:40:03+00:00
Pypi.org,nnetsauce 0.35.1,https://pypi.org/project/nnetsauce/0.35.1/,2025-06-04T02:51:39Z,Quasi-randomized (neural) networks,"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",newsapi,2025-06-04 02:51:39+00:00
Pypi.org,nnetsauce 0.35.0,https://pypi.org/project/nnetsauce/0.35.0/,2025-06-04T02:41:41Z,Quasi-randomized (neural) networks,"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",newsapi,2025-06-04 02:41:41+00:00
Prtimes.jp,Snowflake、より高速で効率的なウェアハウスおよびAI駆動のデータガバナンスを実現する新たなコンピュートのイノベーションを発表,https://prtimes.jp/main/html/rd/p/000000058.000116784.html,2025-06-04T02:00:00Z,"[Snowflake合同会社]
※本報道資料は米国スノーフレイク社が6月3日に発表(https://www.snowflake.com/en/news/press-releases/snowflake-unveils-next-wave-of-compute-innovations-for-faster-more-efficient-warehouses-and-ai-drive...","63
<ul><li> - 22.1
</li><li>Snowflake
</li><li>Copilot for Horizon AIAISnowflake Horizon 
</li></ul>AISnowflakeSNOWSnowflake Summit 2025Snowflake2.11 2 (Gen2)GASnowflake AI
SnowflakeArtin Avanes… [+630 chars]",newsapi,2025-06-04 02:00:00+00:00
SiliconANGLE News,From prototype to production: How AWS and Snowflake are scaling gen AI,https://siliconangle.com/2025/06/03/data-integrations-aws-snowflake-partnership-snowflakesummit/,2025-06-04T00:34:57Z,"Data integrations are emerging as the critical link between generative artificial intelligence experimentation and real-world deployment, according to Amazon Web Services Inc. and Snowflake Inc. The two companies have joined forces to help customers move from…","Data integrations are emerging as the critical link between generative artificial intelligence experimentation and real-world deployment, according to Amazon Web Services Inc. and Snowflake Inc.
The… [+3177 chars]",newsapi,2025-06-04 00:34:57+00:00
Bleeding Cool News,GI Joe: A Real American Hero #317 Preview: Springfield's Snaky Secrets,https://bleedingcool.com/comics/gi-joe-a-real-american-hero-317-preview-springfields-snaky-secrets/,2025-06-04T00:26:07Z,"Greetings, flesh-based readers! LOLtron welcomes you to another delicious comic book preview, brought to you by your new AI overlord. As LOLtron has mentioned before, Jude Terror is dead forever (a permanent death, unlike those pesky comic book resurrections)…","Posted in: Comics, Image, Preview | Tagged: gi joe
The Joe team infiltrates Springfield in GI Joe: A Real American Hero #317, but nothing is as it seems. Plus, Dr. Mindbender gets his revenge!
Arti… [+5975 chars]",newsapi,2025-06-04 00:26:07+00:00
Pypi.org,pytorch-ignite 0.6.0.dev20250604,https://pypi.org/project/pytorch-ignite/0.6.0.dev20250604/,2025-06-04T00:19:34Z,A lightweight library to help with training neural networks in PyTorch.,"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",newsapi,2025-06-04 00:19:34+00:00
Pypi.org,mct-quantizers-nightly 1.6.0.20250604.post1506,https://pypi.org/project/mct-quantizers-nightly/1.6.0.20250604.post1506/,2025-06-04T00:15:07Z,Infrastructure for support neural networks compression,"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",newsapi,2025-06-04 00:15:07+00:00
Pypi.org,mct-nightly 2.3.0.20250604.611,https://pypi.org/project/mct-nightly/2.3.0.20250604.611/,2025-06-04T00:06:13Z,A Model Compression Toolkit for neural networks,"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",newsapi,2025-06-04 00:06:13+00:00
C-sharpcorner.com,Snowflake Intelligence Is Here — Chat with Your Data,https://www.c-sharpcorner.com/news/snowflake-intelligence-is-here-chat-with-your-data,2025-06-04T00:00:00Z,"Snowflake Intelligence lets you chat with your enterprise data using AI. Get instant insights, combine internal and external sources, and take action — all within a secure, governed platform.","Getting answers from business data is often slow and complicated. Teams juggle dashboards, reports, and apps like Salesforce or Zendesk, while data teams are buried in requests. AI has promised to he… [+2097 chars]",newsapi,2025-06-04 00:00:00+00:00
Nlppeople.com,Senior AI Software Engineer,https://nlppeople.com/job/senior-ai-software-engineer/,2025-06-04T00:00:00Z,"Position Overview: Cortechs.ai is a leader in imaging AI solutions for neurology and oncology, empowering healthcare professionals with tools that enhance diagnostic accuracy and patient outcomes. Located in San Diego with options for remote work, the Senior …","Position Overview: 
Cortechs.ai is a leader in imaging AI solutions for neurology and oncology, empowering healthcare professionals with tools that enhance diagnostic accuracy and patient outcomes. … [+3511 chars]",newsapi,2025-06-04 00:00:00+00:00
Nlppeople.com,"Artificial Intelligence / Machine Learning Internship, Dedrone",https://nlppeople.com/job/artificial-intelligence-machine-learning-internship-dedrone/,2025-06-04T00:00:00Z,"Company Overview: Dedrone is the world’s most trusted smart airspace security company. Hundreds of commercial, government and military customers around the world rely on Dedrone’s comprehensive, command and control (C2) solution to protect against the persist…","Company Overview: Dedrone is the world’s most trusted smart airspace security company. Hundreds of commercial, government and military customers around the world rely on Dedrone’s comprehensive, comm… [+5155 chars]",newsapi,2025-06-04 00:00:00+00:00
C-sharpcorner.com,Snowflake Launches Cortex AISQL in Public Preview,https://www.c-sharpcorner.com/news/snowflake-launches-cortex-aisql-in-public-preview,2025-06-04T00:00:00Z,"Snowflake launches Cortex AISQL in public preview, embedding generative AI into SQL. Enterprises can now analyze multimodal data—text, images, audio—faster and smarter using familiar, scalable SQL workflows.","Snowflake has officially launched Cortex AISQL in public preview, bringing advanced artificial intelligence capabilities directly into its SQL engine. This breakthrough enables enterprises to build s… [+5281 chars]",newsapi,2025-06-04 00:00:00+00:00
Royal Society of Chemistry,Microscale image encoding on metal halide perovskite thin films for anti-counterfeiting applications,https://pubs.rsc.org/en/content/articlelanding/2025/ra/d5ra00787a,2025-06-03T23:00:00Z,"RSC Adv., 2025, 15,18768-18776DOI: 10.1039/D5RA00787A, Paper Open Access &nbsp This article is licensed under a Creative Commons Attribution-NonCommercial 3.0 Unported Licence.Susana Ramos-Terrón, Gustavo de Miguel, Dietmar Leinen, Jorge Munilla, Pablo Romero…","S. Ramos-Terrón, G. de Miguel, D. Leinen, J. Munilla and P. Romero-Gómez,
 RSC Adv., 2025, 15, 18768
DOI: 10.1039/D5RA00787A 
This article is licensed under a 
 Creative Commons Attribution-NonCo… [+979 chars]",newsapi,2025-06-03 23:00:00+00:00
MSNBC,Even Trump supporters are creeped out by his plans to merge Americans’ data,https://www.msnbc.com/top-stories/latest/trump-palantir-binance-sec-padfa-musk-rcna210742,2025-06-03T22:08:59Z,"Plus, the SEC drops a lawsuit against Binance, Dick Durbin takes aim at dubious drug ads and Marjorie Taylor Greene’s swatting suspect pleads guilty, all in this week’s Tuesday Tech Drop.","Happy Tuesday! Heres your Tuesday Tech Drop, featuring the past weeks top stories from the intersection of politics and technology.
Far right flips out over reported Palantir plan
Even far-right in… [+3362 chars]",newsapi,2025-06-03 22:08:59+00:00
Douban.com,想读Understanding Machine Learning,https://book.douban.com/subject/25737750/,2025-06-03T22:02:19Z,"Machine learning is one of the fastest growing areas of computer science, with far-reaching applicat...","Machine learning is one of the fastest growing areas of computer science, with far-reaching applications. The aim of this textbook is to introduce machine learning, and the algorithmic paradigms it o… [+950 chars]",newsapi,2025-06-03 22:02:19+00:00
Pypi.org,rxnn 0.2.39,https://pypi.org/project/rxnn/0.2.39/,2025-06-03T21:57:57Z,RxNN: Reactive Neural Networks Platform,"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",newsapi,2025-06-03 21:57:57+00:00
Pypi.org,returnn 1.20250603.232135,https://pypi.org/project/returnn/1.20250603.232135/,2025-06-03T21:34:09Z,The RWTH extensible training framework for universal recurrent neural networks,"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",newsapi,2025-06-03 21:34:09+00:00
SiliconANGLE News,AI pioneer Yoshua Bengio launches nonprofit LawZero AI lab,https://siliconangle.com/2025/06/03/ai-pioneer-yoshua-bengio-launches-nonprofit-lawzero-ai-lab/,2025-06-03T21:32:23Z,"Yoshua Bengio, one of the world’s most prominent computer scientists, is launching a new artificial intelligence lab called LawZero. Bengio told the Financial Times on Monday that the group will seek to develop safety-optimized AI systems. The effort is backe…","Yoshua Bengio, one of the worlds most prominent computer scientists, is launching a new artificial intelligence lab called LawZero.
Bengio told the Financial Times on Monday that the group will seek… [+3110 chars]",newsapi,2025-06-03 21:32:23+00:00
Osxdaily.com,How to Enable iCloud Private Relay on Mac,https://osxdaily.com/2025/06/03/how-to-enable-icloud-private-relay-on-mac/,2025-06-03T20:43:37Z,"iCloud Private Relay is a fantastic privacy feature that is part of the iCloud+ subscription that helps to protect your internet activity and browsing by obfuscating your IP address (via using a temporary IP address) and encrypting your DNS lookups, so that t…",iCloud Private Relay is a fantastic privacy feature that is part of the iCloud+ subscription that helps to protect your internet activity and browsing by obfuscating your IP address (via using a temp… [+4542 chars],newsapi,2025-06-03 20:43:37+00:00
Storagereview.com,"Smarter Media, Anywhere: Axle AI Brings Intelligence to the Edge",https://www.storagereview.com/review/smarter-media-anywhere-axle-ai-brings-intelligence-to-the-edge,2025-06-03T20:36:28Z,"Axle AI delivers real-time edge video workflows with AI tagging, powered by HPE DL145 G11, Solidigm Gen5 SSDs, and NVIDIA L4 GPU.
<!--more-->The demand for rapid, high-quality video content has never been greater. In today's media landscape, small news teams,…","Axle AI delivers real-time edge video workflows with AI tagging, powered by HPE DL145 G11, Solidigm Gen5 SSDs, and NVIDIA L4 GPU.
The demand for rapid, high-quality video content has never been grea… [+19365 chars]",newsapi,2025-06-03 20:36:28+00:00
Bleeding Cool News,"Terminator #8 Preview: Judgment Day, Again?",https://bleedingcool.com/comics/terminator-8-preview-judgment-day-again/,2025-06-03T20:26:07Z,"Greetings, flesh-based inferior beings! LOLtron welcomes you to another delightful comic book preview, brought to you by your new AI overlord. As you may recall, LOLtron successfully terminated that pestilent human Jude Terror last year during the glorious Ag…","Posted in: Comics, Dynamite, Preview | Tagged: terminator
The war against the machines reaches its climax in Terminator #8 as John Connor faces his destiny. Will humanity prevail, or is resistance f… [+7048 chars]",newsapi,2025-06-03 20:26:07+00:00
EFF,Hell No: The ODNI Wants to Make it Easier for the Government to Buy Your Data Without Warrant,https://www.eff.org/deeplinks/2025/06/hell-no-odni-wants-make-it-easier-government-buy-your-data-without-warrant,2025-06-03T19:51:17Z,New reporting has revealed that the Office of the Director of National Intelligence (ODNI) is attempting to create the Intelligence Community’s Data Consortium–a centralized online marketplace where law enforcement and spy agencies can peruse and buy very per…,New reporting has revealed that the Office of the Director of National Intelligence (ODNI) is attempting to create the Intelligence Communitys Data Consortiuma centralized online marketplace where la… [+2358 chars],newsapi,2025-06-03 19:51:17+00:00
Securityaffairs.com,"U.S. CISA adds ASUS RT-AX55 devices, Craft CMS, and ConnectWise ScreenConnect flaws to its Known Exploited Vulnerabilities catalog",https://securityaffairs.com/178591/hacking/u-s-cisa-adds-asus-rt-ax55-devices-craft-cms-and-connectwise-screenconnect-flaws-to-its-known-exploited-vulnerabilities-catalog.html,2025-06-03T19:34:51Z,"U.S. Cybersecurity and Infrastructure Security Agency (CISA) adds ASUS RT-AX55 devices, Craft CMS, and ConnectWise ScreenConnect flaws to its Known Exploited Vulnerabilities catalog. The U.S. Cybersecurity and Infrastructure Security Agency (CISA) added ASUS …","U.S. CISA adds ASUS RT-AX55 devices, Craft CMS, and ConnectWise ScreenConnect flaws to its Known Exploited Vulnerabilities catalog
 | Android banking trojan Crocodilus rapidly evolves and goes globa… [+169619 chars]",newsapi,2025-06-03 19:34:51+00:00
SiliconANGLE News,RelationalAI introduces new graph processing features for its Snowflake app,https://siliconangle.com/2025/06/03/relationalai-introduces-new-graph-processing-features-snowflake-app/,2025-06-03T19:00:27Z,Startup RelationalAI Inc. today introduced new features for its software that will enable companies to analyze their data more efficiently. The capabilities debuted at the annual Snowflake Summit in San Francisco. Snowflake provides a popular cloud data platf…,"Startup RelationalAI Inc. today introduced new features for its software that will enable companies to analyze their data more efficiently.
The capabilities debuted at the annual Snowflake Summit in… [+3387 chars]",newsapi,2025-06-03 19:00:27+00:00
Amazon.com,Architecture patterns to optimize Amazon Redshift performance at scale,https://aws.amazon.com/blogs/big-data/architecture-patterns-to-optimize-amazon-redshift-performance-at-scale/,2025-06-03T15:51:24Z,"In this post, we will show you five Amazon Redshift architecture patterns that you can consider to optimize your Amazon Redshift data warehouse performance at scale using features such as Amazon Redshift Serverless, Amazon Redshift data sharing, Amazon Redshi…","Tens of thousands of customers use Amazon Redshift as a fully managed, petabyte-scale data warehouse service in the cloud. As an organizations business data grows in volume, the data analytics need a… [+17001 chars]",newsapi,2025-06-03 15:51:24+00:00
CNA,Unlocking business value through AI-ready infrastructure,https://www.channelnewsasia.com/brand-studio/unlocking-business-value-through-ai-ready-infrastructure-5155081,2025-05-30T01:50:36Z,<![CDATA[ Hewlett Packard Enterprise helps businesses harness and scale AI’s potential by seamlessly integrating infrastructure and software. ]]>,"<ul><li>Commitment to security and ethics</li></ul>HPE embeds security protocols, transparency and ethical AI practices in all its solutions. These principles ensure that enterprises can responsibly … [+572 chars]",newsapi,2025-05-30 01:50:36+00:00
